id,cluster,number
tt0090735,0,0
tt0098382,2,0
tt0974554,2,0
tt0453562,2,0
tt1975205,2,0
tt1670994,0,0
tt0488414,2,0
tt0295178,2,1
tt1778304,2,1
tt0250224,2,0
tt2398231,2,0
tt1502404,2,0
tt0099088,2,0
tt0215750,2,0
tt0179626,2,0
tt0220099,2,0
tt0110684,2,0
tt0327084,2,0
tt0327084,5,0
tt1587426,3,0
tt1587426,0,0
tt1408101,0,0
tt1408101,5,0
tt1316616,5,1
tt0105706,2,0
tt0990407,4,0
tt1464540,2,0
tt0250797,1,0
tt0250797,2,0
tt2093109,6,0
tt0107111,2,0
tt0091167,4,0
tt0098625,0,0
tt1291584,2,0
tt1126590,2,0
tt0467406,2,0
tt3005242,2,0
tt3093546,1,0
tt3093546,1,0
tt3093546,5,0
tt0389790,2,0
tt0266543,4,0
tt0266543,3,0
tt0266543,3,0
tt0267891,0,0
tt0267891,6,0
tt0112508,5,0
tt0111001,4,0
tt0939681,2,0
tt0108550,0,0
tt0108550,0,0
tt0091173,0,0
tt0091173,5,0
tt0449089,2,1
tt0796335,3,0
tt0796335,0,0
tt0098631,4,0
tt0098631,5,0
tt1333125,2,1
tt3008014,3,0
tt3008014,1,0
tt3008014,4,0
tt1417592,2,0
tt0119313,5,0
tt0106233,0,0
tt0106233,5,0
tt2401878,3,0
tt2401878,6,0
tt0113158,2,0
tt0236348,0,0
tt1232207,0,0
tt0096152,2,0
tt2140379,2,0
tt0086355,1,0
tt0086355,1,0
tt2304583,2,0
tt0094037,5,1
tt0884328,2,0
tt2756032,4,0
tt1028581,2,0
tt0120586,2,0
tt0168515,2,0
tt0402249,2,0
tt0113819,2,0
tt0145487,2,0
tt0843850,6,0
tt0843850,1,0
tt0843850,3,0
tt0130018,2,0
tt0337917,1,0
tt0337917,2,0
tt0349205,5,0
tt3203890,2,1
tt0102900,6,0
tt0168501,4,0
tt0168501,6,0
tt0089927,2,0
tt0283530,4,0
tt0283530,0,0
tt0461936,2,0
tt2734660,2,0
tt0094792,5,0
tt0094792,1,0
tt0094792,6,0
tt0094792,6,0
tt0217351,2,0
tt0166276,0,0
tt3416744,1,0
tt3416744,3,0
tt2073016,0,0
tt2073016,3,0
tt2073016,3,0
tt0106582,3,0
tt0106582,5,0
tt0106582,6,0
tt0106582,2,0
tt0118964,2,0
tt1772371,2,0
tt2639344,4,0
tt0274812,4,0
tt0274812,6,0
tt0494203,2,0
tt0971160,2,0
tt0244709,3,0
tt0244709,2,0
tt0446345,2,0
tt1454468,2,0
tt1210071,4,0
tt1210071,6,0
tt1092633,0,0
tt4183692,4,0
tt0095275,2,1
tt2855042,2,0
tt2855042,1,0
tt0101414,2,0
tt0116168,6,0
tt0116168,2,0
tt0099329,6,0
tt0493395,5,0
tt0111161,4,0
tt1535109,5,1
tt1535109,1,1
tt0088224,2,0
tt0858479,4,0
tt0858479,6,0
tt0248912,3,0
tt0821810,2,1
tt0113762,6,0
tt1460646,2,0
tt1641624,0,0
tt1641624,3,0
tt2273657,4,0
tt2273657,5,0
tt0090319,2,0
tt0467200,2,0
tt1978480,0,0
tt1978480,0,0
tt0388288,6,1
tt0388288,4,1
tt0756703,2,0
tt0101428,0,0
tt2361509,2,0
tt0422774,4,0
tt0105128,2,0
tt0094631,4,0
tt0094631,5,0
tt0092240,5,0
tt0139809,3,0
tt0100050,5,0
tt0091991,5,0
tt1003116,1,0
tt1003116,4,0
tt1003116,1,0
tt0120394,6,0
tt0113986,5,0
tt1095174,6,0
tt1212909,2,0
tt2461034,2,0
tt0096754,2,0
tt0108395,2,0
tt0887966,2,0
tt0100911,5,0
tt0100911,1,0
tt0100911,3,0
tt0317219,4,0
tt0493430,2,0
tt1549571,0,0
tt1549571,0,0
tt0962726,3,1
tt0962726,4,1
tt0294662,0,1
tt0102860,5,0
tt0102860,3,0
tt0138524,6,0
tt0138524,4,0
tt0206314,2,0
tt0089853,4,0
tt1630036,4,0
tt1136608,4,0
tt1457767,2,0
tt1457767,6,0
tt1748199,2,0
tt1375789,2,0
tt0923752,0,1
tt0923752,2,1
tt0923752,5,1
tt0923752,0,1
tt0923752,0,1
tt0923752,4,1
tt0923752,2,1
tt0923752,6,1
tt0923752,0,1
tt1521197,5,0
tt0102690,2,0
tt0085933,3,0
tt0085933,4,0
tt4430136,3,0
tt4430136,0,0
tt1394211,4,0
tt1183919,2,0
tt0120357,2,0
tt0100087,6,0
tt0100087,4,0
tt1418702,2,1
tt1562904,2,0
tt0105699,2,0
tt0343660,6,0
tt0343660,0,0
tt2051894,1,1
tt2051894,5,1
tt0473705,2,0
tt0105316,2,0
tt0107501,0,0
tt0138097,2,0
tt0120800,2,0
tt0221218,2,0
tt0092718,2,0
tt0103015,5,0
tt0117060,2,0
tt2357291,3,0
tt2357291,2,0
tt0494834,1,0
tt0494834,1,0
tt0191211,4,0
tt0191211,0,0
tt0095705,6,0
tt0095705,2,0
tt1191138,0,0
tt1191138,6,0
tt1840309,4,0
tt1840309,3,0
tt1840309,1,0
tt0090655,3,0
tt0090655,4,0
tt0089304,2,0
tt0092042,2,0
tt0335245,5,0
tt0335245,3,0
tt0988102,1,0
tt0988102,5,0
tt0097884,2,0
tt0460745,4,0
tt0338013,0,0
tt0338013,3,0
tt0120828,2,0
tt1486843,4,0
tt0363771,2,0
tt1740710,6,0
tt1740710,1,0
tt1740710,6,0
tt0112642,2,0
tt0785003,2,0
tt0109504,0,0
tt2014338,2,0
tt0377062,0,0
tt0377062,2,0
tt0107529,4,0
tt0107529,3,0
tt0107529,2,0
tt0242998,0,0
tt3481000,2,0
tt0247638,2,0
tt1931533,5,0
tt1931533,5,0
tt0166896,6,0
tt0356721,6,0
tt0202402,2,0
tt0448022,4,0
tt0947798,5,0
tt0286716,2,0
tt0286716,3,0
tt0089489,2,0
tt0386064,2,0
tt2041488,0,0
tt2041488,6,0
tt0120169,2,0
tt0101831,2,0
tt0149691,2,0
tt1093908,6,0
tt1093908,2,0
tt0095088,2,0
tt0372873,2,0
tt0139362,1,0
tt0139362,6,0
tt0139362,2,0
tt0460792,6,0
tt0460792,1,0
tt0460792,0,0
tt1321870,2,0
tt0120633,2,1
tt0446755,0,0
tt0446755,3,0
tt0102492,3,0
tt0102492,3,0
tt0120632,0,0
tt0120632,0,0
tt0160216,2,0
tt1074638,2,0
tt0094383,6,0
tt0115851,2,0
tt1559549,2,0
tt4074958,0,0
tt4074958,5,0
tt0102493,5,0
tt0102493,3,0
tt0102493,2,0
tt3659388,4,0
tt0110097,2,0
tt0449467,0,0
tt0449467,3,0
tt0449467,3,0
tt0449467,2,0
tt0317740,2,0
tt1126618,6,0
tt1766067,0,0
tt1321865,6,0
tt3735246,2,0
tt0402894,3,0
tt2364841,2,0
tt0275847,3,1
tt0275847,5,1
tt0275847,2,1
tt0300214,3,0
tt0300214,2,0
tt0441007,2,0
tt0441007,1,0
tt0976222,4,0
tt0112864,5,0
tt0112864,6,0
tt1817287,2,1
tt0810819,2,0
tt0762114,6,0
tt0762114,6,0
tt0140688,0,0
tt0119925,2,0
tt2978462,0,0
tt2978462,1,0
tt2275794,6,0
tt2275794,0,0
tt2967224,0,0
tt2967224,1,0
tt2967224,3,0
tt2967224,3,0
tt0109288,2,0
tt2179116,2,0
tt3569230,2,0
tt0105459,2,0
tt0177971,4,0
tt0177971,0,0
tt1185616,2,0
tt0120197,2,0
tt1560479,0,0
tt0086036,2,0
tt1307861,2,0
tt0192731,2,0
tt0111438,2,0
tt0780608,1,0
tt0780608,1,0
tt0822854,3,0
tt0822854,2,0
tt0102322,4,0
tt0411195,6,0
tt0120815,0,0
tt0320661,2,0
tt1617661,4,0
tt1617661,0,0
tt0098546,2,1
tt0085271,2,0
tt0115676,4,0
tt0115676,1,0
tt0115676,2,0
tt3226754,4,0
tt3226754,5,0
tt0103772,2,0
tt1907731,1,0
tt1907731,2,0
tt2611026,2,1
tt2611026,2,1
tt0378378,6,0
tt0378378,6,0
tt0096219,2,1
tt0364751,2,0
tt0104009,2,1
tt4618398,5,0
tt4618398,5,0
tt1758610,0,0
tt1758610,1,0
tt1758610,0,0
tt0093407,5,0
tt0093407,0,0
tt0467017,2,0
tt1151309,2,0
tt0298071,2,0
tt1815862,2,0
tt0122541,2,0
tt0276816,2,0
tt0102849,2,1
tt0489327,0,0
tt0489327,6,0
tt0105698,2,1
tt0385752,2,0
tt0245562,5,0
tt0245562,6,0
tt0130623,2,0
tt0087843,2,0
tt2310332,0,0
tt2310332,2,0
tt0330843,4,0
tt0330843,0,0
tt3450116,2,0
tt0114781,2,0
tt0472181,2,0
tt0093822,5,0
tt0093822,1,0
tt0093822,2,0
tt0102685,2,0
tt0337692,1,0
tt0337692,3,0
tt0337692,6,0
tt0942385,2,0
tt0109920,2,0
tt0245238,2,0
tt0349416,5,0
tt0349416,1,0
tt3801934,5,0
tt0337876,2,0
tt0337876,1,0
tt0374783,2,0
tt0201485,2,1
tt0113987,2,0
tt0109707,2,0
tt0099300,2,0
tt0086220,6,0
tt0815236,4,0
tt0445922,2,0
tt0271604,2,1
tt1634286,0,0
tt0094142,5,0
tt0094142,2,0
tt1850457,3,0
tt1850457,3,0
tt0221027,2,0
tt0192255,3,0
tt0192255,1,0
tt0192255,3,0
tt2369154,2,0
tt1609113,4,0
tt1609113,2,0
tt0104237,4,0
tt2571226,2,0
tt1016268,2,0
tt1090757,0,0
tt0098022,2,0
tt0119528,4,0
tt0118636,2,0
tt0804461,2,1
tt0093177,2,0
tt0180679,6,0
tt2435458,0,0
tt2435458,1,0
tt2435458,0,0
tt0096769,6,0
tt0110518,5,0
tt0110518,6,0
tt0089885,2,0
tt0089885,2,0
tt0197311,0,0
tt0197311,6,0
tt0093605,2,0
tt0162830,0,0
tt0095274,4,0
tt0085701,2,0
tt0145531,2,0
tt1535108,2,0
tt0101373,4,1
tt0349238,2,0
tt0087089,6,0
tt0086397,0,0
tt0086397,6,0
tt1979172,0,0
tt1979172,5,0
tt1979172,0,0
tt0260866,2,0
tt0090293,2,0
tt1562871,2,0
tt1562871,0,0
tt1482991,6,0
tt0100680,2,0
tt0120550,2,0
tt3534282,2,0
tt1666305,2,0
tt1139328,2,0
tt0248126,2,0
tt1622547,2,0
tt0489247,5,0
tt0489247,1,0
tt0489247,6,0
tt1060249,2,0
tt0118971,2,1
tt0086383,5,0
tt0242423,2,0
tt0457513,2,0
tt0780595,2,1
tt1285241,2,0
tt0114805,1,0
tt0114805,6,0
tt0259017,4,0
tt0284262,2,1
tt0481141,2,0
tt0339091,2,0
tt1562859,2,0
tt1308165,2,0
tt0451176,5,0
tt0451176,3,0
tt0451176,0,0
tt0206275,2,0
tt0094963,2,0
tt1399683,2,0
tt0187738,2,0
tt0196635,2,0
tt0110322,2,0
tt0088379,2,1
tt0106226,2,0
tt0192335,2,0
tt0099512,2,0
tt0120587,0,0
tt0120587,6,0
tt0120587,2,0
tt0104431,1,0
tt0104431,2,0
tt3175798,1,0
tt3175798,1,0
tt1894561,1,0
tt1894561,3,0
tt1894561,3,0
tt1894561,0,0
tt2016894,2,0
tt1020876,2,0
tt4288636,5,0
tt4288636,2,0
tt0085891,5,0
tt0094744,5,0
tt0094744,1,0
tt0094744,2,0
tt1226273,2,1
tt1646980,3,1
tt1646980,0,1
tt0108551,2,0
tt1489185,2,0
tt0113617,2,1
tt0846040,0,0
tt0218922,3,0
tt0218922,2,0
tt2190367,1,0
tt2190367,0,0
tt0405296,2,0
tt0143746,3,0
tt0109129,3,0
tt0109129,0,0
tt0109129,0,0
tt0449088,3,0
tt0449088,0,0
tt0110478,2,0
tt1045778,4,0
tt0305973,5,0
tt0305973,6,0
tt0305973,5,0
tt3302594,3,0
tt3302594,3,0
tt0093771,0,0
tt0432348,5,0
tt0276751,1,0
tt0276751,2,0
tt0878804,4,0
tt1126591,2,0
tt3195644,2,0
tt0087062,2,0
tt0264802,2,0
tt0120746,2,0
tt0181836,4,0
tt0181836,3,0
tt0181836,0,0
tt1389137,0,0
tt0122151,2,0
tt0207341,5,0
tt0207341,5,0
tt0207341,3,0
tt0207341,3,0
tt1238298,2,0
tt0305224,2,0
tt2311428,2,0
tt0810951,2,1
tt1031562,2,0
tt0884842,2,1
tt1307068,0,0
tt1307068,2,0
tt0293508,2,1
tt0448157,2,0
tt0448157,1,0
tt0118583,2,0
tt0106965,2,1
tt1357111,2,1
tt3630276,0,0
tt3630276,2,0
tt1814836,6,0
tt0832266,3,0
tt0832266,6,0
tt0088184,3,0
tt0088184,2,0
tt0259567,5,0
tt0259567,3,0
tt2609912,2,0
tt0120008,6,0
tt0244244,2,0
tt0098383,6,0
tt0098383,2,0
tt2345737,4,0
tt2345737,3,0
tt0381681,2,0
tt0138874,2,0
tt0089265,1,0
tt0089265,6,0
tt0095894,2,1
tt1175491,2,0
tt0893325,3,0
tt0893325,3,0
tt0893325,1,0
tt0893325,3,0
tt0120791,4,0
tt0120791,2,0
tt0368745,4,0
tt0109303,2,0
tt0314498,6,0
tt0314498,4,0
tt1095217,2,1
tt3294904,6,0
tt0161083,3,0
tt0161083,3,0
tt0161083,5,0
tt0093567,2,0
tt0093567,2,0
tt0362526,6,0
tt0094208,0,0
tt0094208,1,0
tt0094208,6,0
tt0094208,6,0
tt0094208,0,0
tt0145653,2,0
tt0118540,2,0
tt0438315,2,0
tt0087260,0,0
tt0088153,2,1
tt0119892,2,0
tt0277895,3,0
tt0277895,4,0
tt0093215,4,0
tt0093215,2,0
tt0086618,6,0
tt0086618,6,0
tt1618432,0,0
tt0098356,4,0
tt1948150,2,1
tt1675192,0,0
tt1675192,4,0
tt1821694,2,0
tt0085461,5,0
tt0085461,3,0
tt3488184,3,0
tt3488184,6,0
tt0093565,2,0
tt0101775,2,0
tt0116209,2,0
tt0108037,3,0
tt0108037,3,0
tt0108037,2,0
tt0110678,2,0
tt0161081,0,0
tt0161081,1,0
tt1618430,2,0
tt2245084,3,0
tt0093217,4,0
tt0093217,0,0
tt0085475,2,0
tt0091400,2,0
tt0118556,3,0
tt0118556,1,0
tt0118556,1,0
tt0117665,2,0
tt0087262,4,0
tt0102526,2,0
tt0848537,2,0
tt0452694,2,1
tt0462757,2,0
tt0086154,2,0
tt0120787,2,1
tt0101991,2,0
tt2017020,2,0
tt0342804,2,0
tt0114436,2,0
tt0087538,0,0
tt0087538,0,0
tt0120793,2,0
tt0331632,2,0
tt2650642,2,0
tt0095882,1,0
tt0095882,2,0
tt1229340,2,0
tt2548738,2,0
tt0128442,2,0
tt0104802,6,0
tt1007950,5,0
tt1007950,6,0
tt0491152,1,0
tt0491152,1,0
tt2402157,4,0
tt0458352,2,0
tt0167427,2,0
tt1182972,1,0
tt1182972,4,0
tt0775536,6,0
tt0358135,2,0
tt0086197,0,0
tt0086197,2,0
tt0418038,5,0
tt0418038,5,0
tt2870612,2,0
tt0094593,0,0
tt0094593,4,0
tt0094593,2,0
tt0481369,2,0
tt0115927,2,0
tt0120744,2,0
tt0110687,4,0
tt0460829,2,0
tt0100480,2,0
tt0366971,2,0
tt0358647,2,0
tt1606829,2,0
tt4382872,2,0
tt0092690,2,0
tt0120036,2,0
tt0094008,3,0
tt2011109,2,1
tt3279124,2,1
tt0174856,2,0
tt2059171,2,0
tt4316236,4,0
tt1220628,2,0
tt0990376,2,0
tt0118998,6,0
tt0118998,3,0
tt0117473,2,0
tt1705111,2,1
tt0437232,2,0
tt1787660,3,0
tt1787660,5,0
tt0110308,2,0
tt1197628,4,0
tt1197628,1,0
tt1197628,6,0
tt0364343,1,0
tt0364343,2,0
tt0800003,3,0
tt0800003,1,0
tt0800003,1,0
tt0800003,1,0
tt0114608,2,0
tt0091164,2,0
tt1640459,2,0
tt0094034,2,0
tt0377471,6,1
tt0377471,4,1
tt0119304,5,0
tt0119304,3,0
tt0100133,0,0
tt0100133,1,0
tt0086356,2,0
tt2191721,4,0
tt0211938,2,0
tt1226271,2,0
tt0094746,4,0
tt0094746,6,0
tt1333668,0,0
tt1333668,3,0
tt0800981,2,0
tt1043451,0,0
tt0116745,0,0
tt0367110,0,0
tt0120591,0,0
tt0120591,6,0
tt0120591,0,0
tt0100899,2,1
tt0094020,0,0
tt0094020,3,0
tt0094020,5,0
tt0104427,2,0
tt0480249,2,0
tt1391544,4,0
tt1391544,1,0
tt0096804,2,0
tt0418206,4,0
tt0118783,2,0
tt2073029,4,0
tt2073029,0,0
tt0406038,0,0
tt2239832,2,0
tt0866437,0,0
tt0866437,5,0
tt1060277,2,1
tt1314228,4,0
tt0094961,2,0
tt0109842,6,0
tt0280760,2,0
tt1127896,2,0
tt4058650,2,0
tt0319343,6,0
tt0760311,4,0
tt0101588,0,0
tt0101588,1,0
tt1287468,2,1
tt0093940,2,0
tt1520498,5,0
tt1520498,3,0
tt1520498,5,0
tt1922612,2,0
tt1860353,0,0
tt1860353,2,0
tt2974104,4,0
tt0215545,2,0
tt0086381,6,0
tt0086381,2,0
tt1629376,2,0
tt2222584,6,0
tt0236388,2,0
tt1403241,2,0
tt0113198,3,0
tt0113198,2,0
tt0102095,0,0
tt0805184,3,0
tt0805184,2,0
tt0087921,2,0
tt0348656,2,0
tt0087666,5,0
tt0089893,4,0
tt1182345,2,0
tt0105665,2,0
tt0105103,2,0
tt0093175,5,0
tt0093175,1,0
tt2289920,6,0
tt2289920,5,0
tt1825784,2,0
tt1667838,5,0
tt0126916,2,0
tt0339642,3,0
tt0339642,4,0
tt0339642,1,0
tt0479997,1,0
tt0479997,2,0
tt0101371,2,0
tt0362120,1,1
tt0362120,2,1
tt1605717,2,1
tt2294965,2,0
tt0146984,2,0
tt0255798,2,0
tt0255798,1,0
tt0790627,2,0
tt0094140,6,0
tt0094140,3,0
tt1230215,6,1
tt0106350,5,0
tt1185416,6,0
tt1185416,0,0
tt1185416,6,0
tt0436070,5,0
tt0190332,2,0
tt0113749,4,0
tt0100053,3,0
tt0100053,2,0
tt0120383,4,1
tt0099316,1,0
tt0119502,2,0
tt0371606,0,1
tt0371606,1,1
tt0371606,3,1
tt0265101,2,0
tt0445934,4,0
tt0445934,0,0
tt1778924,2,0
tt0457303,6,0
tt0420835,2,0
tt1205537,4,0
tt1205537,0,0
tt1247704,2,0
tt2955096,0,0
tt2955096,2,0
tt2955096,1,0
tt1306980,2,0
tt0406158,3,0
tt0109936,0,0
tt0109936,6,0
tt3837248,0,0
tt3837248,2,0
tt1549572,1,0
tt1549572,2,0
tt0422950,2,0
tt0373788,0,0
tt0096794,0,0
tt0096794,1,0
tt0096794,0,0
tt0395543,0,0
tt0106393,2,0
tt0322289,2,0
tt0479968,2,0
tt0107927,2,0
tt0765447,0,0
tt0765447,5,0
tt0102687,1,0
tt0102687,0,0
tt0102687,1,0
tt0102687,1,0
tt0268380,6,0
tt0095289,6,0
tt2994190,0,0
tt2994190,0,0
tt0127349,0,0
tt0086593,2,1
tt0098222,0,0
tt0117705,4,0
tt0182508,2,0
tt1403862,2,0
tt0103016,1,0
tt0103016,0,0
tt1397280,2,0
tt0814314,2,0
tt0421054,0,0
tt0087464,3,0
tt0087464,2,0
tt0088757,6,0
tt0088757,6,0
tt0395972,4,0
tt0101615,2,1
tt0265459,2,0
tt0093405,6,1
tt0465602,2,0
tt2407826,4,0
tt2407826,4,0
tt2407826,2,0
tt0099128,2,0
tt0444182,2,0
tt0112641,2,1
tt0297181,3,1
tt0297181,2,1
tt0358082,0,0
tt0358082,6,0
tt0846308,2,0
tt0489682,2,0
tt1413495,0,0
tt1413495,1,0
tt1413495,0,0
tt1413495,0,0
tt0104745,0,0
tt0104745,0,0
tt0375104,5,1
tt0375104,6,1
tt0362478,2,0
tt0089461,0,0
tt0089461,1,0
tt0349825,2,0
tt0101629,6,0
tt0101629,1,0
tt0101629,1,0
tt0101629,6,0
tt0090130,6,0
tt1341188,3,0
tt1341188,2,0
tt0834952,2,0
tt0086034,1,0
tt0086034,1,0
tt0325055,1,0
tt1623288,6,0
tt0186975,0,0
tt0186975,3,0
tt4693418,4,0
tt4693418,1,0
tt0427380,2,0
tt0874423,3,0
tt0874423,2,0
tt0088794,2,0
tt0460975,2,1
tt0099699,2,0
tt1114680,4,0
tt0190865,2,0
tt0119099,2,0
tt4191054,2,0
tt2436386,2,0
tt0120618,3,0
tt0120618,2,0
tt0090859,4,0
tt0090859,3,0
tt2281159,1,0
tt2281159,0,0
tt0112682,2,0
tt0404203,2,0
tt0120630,2,0
tt0128278,3,0
tt0128278,3,0
tt2380247,2,0
tt0217756,0,0
tt0217756,0,0
tt0400717,5,0
tt0110081,2,0
tt0315632,2,0
tt1302067,2,0
tt0129167,1,1
tt0129167,1,1
tt0129167,2,1
tt0928413,5,0
tt0928413,6,0
tt0112697,1,0
tt0112697,2,0
tt0806088,1,0
tt0806088,2,0
tt0093389,2,0
tt0103956,3,0
tt0364961,0,1
tt0364961,3,1
tt0120157,2,0
tt0492506,3,0
tt0492506,2,0
tt0120631,2,1
tt1244754,2,0
tt2306745,5,0
tt0439815,2,0
tt2377194,2,0
tt0421082,2,0
tt0119098,2,0
tt2635622,4,0
tt2635622,0,0
tt2635622,0,0
tt2635622,2,0
tt1390539,4,0
tt0329691,2,0
tt1393742,1,0
tt1393742,1,0
tt1393742,1,0
tt1020530,2,1
tt0414993,2,0
tt0870122,4,0
tt0870122,1,0
tt0870122,2,0
tt1727776,4,0
tt1540741,0,0
tt1540741,0,0
tt0399146,5,0
tt0399146,2,0
tt0175142,2,0
tt0258068,2,0
tt0086960,2,1
tt0110725,2,0
tt2190984,4,0
tt2190984,1,0
tt2190984,0,0
tt2190984,0,0
tt1047540,4,0
tt0103759,3,0
tt0103759,2,0
tt0103759,2,0
tt0278435,2,0
tt0104036,5,0
tt0210945,2,0
tt0476643,3,0
tt0308878,2,0
tt2331880,0,0
tt2331880,0,0
tt0437179,2,0
tt0097138,2,0
tt1043726,2,0
tt0327643,6,0
tt0110057,6,1
tt0306841,1,0
tt0306841,6,0
tt0109506,2,0
tt0356910,3,0
tt0356910,1,0
tt0097892,2,0
tt0103003,4,0
tt0103003,1,0
tt2077851,1,0
tt0478134,2,0
tt0120802,6,0
tt0097662,1,0
tt0097662,2,0
tt0232500,2,0
tt0091213,2,1
tt0091575,6,0
tt1273675,0,0
tt0088024,2,0
tt4669204,1,0
tt4669204,6,0
tt4669204,3,0
tt4669204,5,0
tt2560102,5,0
tt1078940,4,1
tt0345950,2,0
tt0092068,0,0
tt1554091,2,0
tt2012011,1,0
tt2012011,5,0
tt2093269,6,1
tt2093269,5,1
tt0473075,4,0
tt0105466,2,0
tt0912599,0,1
tt0912599,0,1
tt0112495,2,0
tt1152398,2,0
tt0765446,2,0
tt0223828,2,0
tt0223828,2,0
tt0095288,2,1
tt0293899,0,0
tt0456020,2,0
tt0110296,2,0
tt0085919,5,0
tt0085919,2,0
tt0396705,2,0
tt0485522,2,0
tt0300015,3,0
tt0300015,1,0
tt1097013,2,0
tt0120382,2,0
tt0235737,4,0
tt1748158,4,0
tt2049559,0,1
tt2049559,0,1
tt2974918,2,0
tt0094155,2,0
tt0756729,0,0
tt2118702,5,0
tt0265666,6,1
tt0265666,3,1
tt0265666,6,1
tt0090327,2,0
tt0462346,1,0
tt0462346,1,0
tt0462346,6,0
tt0323633,0,0
tt0112442,6,0
tt0093148,4,0
tt2910520,4,0
tt1185371,5,0
tt1185371,4,0
tt1185371,6,0
tt0100046,2,0
tt1670389,5,0
tt0091777,2,1
tt1182350,2,0
tt0118147,2,0
tt0100708,2,0
tt0089886,4,0
tt0106379,5,0
tt0198021,5,0
tt0198021,0,0
tt1710469,3,0
tt0094169,6,1
tt4505170,5,0
tt0209958,2,0
tt1787067,1,0
tt1787067,4,0
tt0117260,2,0
tt0097474,2,1
tt1263670,2,0
tt1813237,2,0
tt0091763,4,0
tt0236216,2,1
tt0489244,2,0
tt1558250,2,1
tt2920540,2,0
tt0118972,2,0
tt0393735,4,0
tt0393735,3,0
tt0096193,2,1
tt1012804,4,0
tt1468387,3,0
tt1468387,0,0
tt0303326,0,0
tt0303326,4,0
tt2848824,5,1
tt2848824,6,1
tt2354407,0,0
tt2354407,0,0
tt0113199,2,0
tt0092493,6,0
tt0092493,2,0
tt0221187,2,0
tt2554648,2,0
tt1641975,2,0
tt2359137,6,0
tt1562872,2,0
tt0118966,2,1
tt0105089,6,0
tt2103281,4,0
tt0119488,6,0
tt0264395,2,0
tt1220198,2,0
tt0455475,3,0
tt0455475,1,0
tt0093969,2,0
tt0260695,2,0
tt1937222,2,0
tt1937222,2,0
tt0204313,2,0
tt2241750,3,0
tt2241750,2,0
tt1151915,3,0
tt1151915,4,0
tt0088385,4,0
tt0457510,4,1
tt0457510,1,1
tt0457510,6,1
tt0457510,1,1
tt3379694,1,0
tt3379694,6,0
tt0094747,2,0
tt0102057,6,0
tt0094021,0,0
tt3678782,2,0
tt0119311,5,0
tt0119311,6,0
tt3742378,2,0
tt2184339,2,1
tt0420015,2,1
tt0089716,6,0
tt0089716,1,0
tt0091159,2,0
tt0086425,2,0
tt0327247,4,0
tt0119305,3,0
tt0119305,3,0
tt0119305,0,0
tt0094035,2,0
tt0112536,0,0
tt0817230,2,0
tt0091603,1,0
tt0091603,3,0
tt0091603,1,0
tt0091603,3,0
tt0116778,5,0
tt0158371,2,0
tt1562899,2,0
tt1436562,4,0
tt0098627,2,0
tt0368578,5,0
tt1104733,2,0
tt0454970,2,1
tt0114609,2,0
tt2267998,5,0
tt2267998,6,0
tt0859163,2,0
tt0486822,2,0
tt0097500,1,1
tt1213585,3,0
tt1213585,3,0
tt0369672,2,0
tt0108234,2,0
tt0107107,2,0
tt0360130,2,0
tt2460506,6,0
tt0804516,2,0
tt0111003,2,0
tt0102719,5,0
tt0102719,5,0
tt0102719,1,0
tt0102719,6,0
tt0102719,5,0
tt0335119,2,0
tt3863552,2,0
tt0985593,3,0
tt0492466,5,0
tt0120751,2,0
tt0348333,5,0
tt0348333,3,0
tt2063011,2,1
tt0484562,0,0
tt0484562,0,0
tt0241303,0,0
tt0241303,0,0
tt0297037,4,0
tt2194499,2,0
tt0090092,2,0
tt0181835,0,0
tt0181835,0,0
tt0824375,2,0
tt0210616,0,0
tt2334873,3,0
tt2334873,0,0
tt0090904,6,0
tt0090904,0,0
tt1161418,2,0
tt0310164,0,0
tt0286106,2,0
tt3230082,5,0
tt3230082,0,0
tt0366780,6,0
tt0368975,1,0
tt0368975,2,0
tt0290002,3,0
tt0290002,6,0
tt0418763,2,0
tt0350232,5,0
tt0101984,4,0
tt0235327,2,0
tt2194328,6,1
tt2194328,2,1
tt0100442,2,0
tt1659337,0,0
tt0452681,0,0
tt0452681,1,0
tt0452681,0,0
tt0119675,2,0
tt0110137,2,0
tt0089272,2,0
tt0088178,2,0
tt0088178,3,0
tt1600530,5,0
tt0116552,2,0
tt0995031,2,0
tt0110123,0,0
tt3877296,2,0
tt0114345,2,0
tt0103639,0,0
tt0103639,0,0
tt2870808,4,0
tt0095897,2,0
tt0093558,2,0
tt0144214,2,0
tt0092646,2,0
tt0101748,2,0
tt2247692,2,0
tt1228705,2,0
tt0117102,3,0
tt0117102,2,0
tt0242193,0,0
tt0087263,0,0
tt0098343,2,0
tt0100318,2,0
tt0119891,2,0
tt3578504,0,1
tt0113416,6,0
tt0324216,2,0
tt0319829,0,0
tt0319829,0,0
tt0087277,0,0
tt0087277,6,0
tt0368008,2,0
tt0091415,2,0
tt0356680,1,0
tt0356680,5,0
tt0279111,1,0
tt0279111,6,0
tt0099012,6,0
tt0446687,6,0
tt0446687,2,0
tt2234155,6,0
tt0107438,5,0
tt0107438,1,0
tt0107438,6,0
tt0122690,2,1
tt0092147,2,0
tt0116253,2,0
tt3014666,0,0
tt3014666,1,0
tt3014666,6,0
tt3014666,1,0
tt1791528,2,0
tt0090036,5,0
tt0090036,2,0
