id,Couleur nominale,couleur_secondaire,nb_visages,position_visage,emotion1,emotion2,cluster,number,Comedy,Documentary,Horror,N/A,Short,Sport,Western,Action_Adventure_Sci-Fi,Animation_Family_Fantasy,Music_Musical,Crime_Mystery_Thriller,Drama_Romance,History_Biography_War,Reality_TV_News
tt3164256,0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3165612,5,0.0,2.0,1.0,3.0,4.0,2.0,0.0,,,,,,,,,,,,,,
tt3722070,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4572856,5,5.0,5.0,1.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2918436,3,3.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt2096673,0,2.0,1.0,2.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3892618,0,0.0,2.0,1.0,1.0,4.0,2.0,0.0,,,,,,,,,,,,,,
tt3595298,1,5.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3595298,1,5.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3836958,0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3966404,1,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3966404,1,5.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4296800,1,3.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3993894,1,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3832914,0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,,,,,,,,,,,,,,
tt2265431,4,0.0,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt2265431,4,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2401878,1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2401878,1,2.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt2140379,1,2.0,1.0,2.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3416744,1,2.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3416744,1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt4183692,1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt2855042,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2855042,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt1460646,0,5.0,2.0,2.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,
tt2273657,3,2.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt2273657,3,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt2361509,1,3.0,2.0,1.0,1.0,2.0,2.0,0.0,,,,,,,,,,,,,,
tt4430136,1,7.0,3.0,1.0,3.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt4430136,1,7.0,3.0,1.0,3.0,1.0,0.0,0.0,,,,,,,,,,,,,,
tt3481000,0,0.0,3.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt4074958,1,0.0,4.0,1.0,2.0,3.0,0.0,0.0,,,,,,,,,,,,,,
tt4074958,1,0.0,4.0,1.0,2.0,3.0,5.0,0.0,,,,,,,,,,,,,,
tt3659388,0,2.0,1.0,1.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt3735246,0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt0810819,2,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2967224,1,3.0,2.0,1.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,
tt2967224,1,3.0,2.0,1.0,0.0,1.0,1.0,0.0,,,,,,,,,,,,,,
tt2967224,1,3.0,2.0,1.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt2967224,1,3.0,2.0,1.0,0.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt3569230,2,1.0,4.0,2.0,4.0,3.0,2.0,0.0,,,,,,,,,,,,,,
tt1617661,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt1617661,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1524575,1,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
tt3565344,1,5.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
tt4618398,1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4618398,1,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3801934,1,3.0,1.0,1.0,1.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt1850457,1,5.0,2.0,2.0,2.0,2.0,3.0,0.0,,,,,,,,,,,,,,
tt1850457,1,5.0,2.0,2.0,2.0,2.0,3.0,0.0,,,,,,,,,,,,,,
tt3534282,2,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3175798,1,0.0,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3175798,1,0.0,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt4288636,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4288636,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3195644,0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2311428,0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3488184,2,2.0,1.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt3488184,2,2.0,1.0,1.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4382872,1,1.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4316236,5,5.0,1.0,1.0,4.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt4058650,5,0.0,1.0,2.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3837248,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3837248,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4693418,1,5.0,1.0,2.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt4693418,1,5.0,1.0,2.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt4191054,6,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2436386,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1727776,0,0.0,1.0,1.0,5.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt4669204,1,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt4669204,1,5.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4669204,1,5.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt4669204,1,5.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt2974918,0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4505170,0,3.0,2.0,1.0,1.0,2.0,5.0,0.0,,,,,,,,,,,,,,
tt2241750,6,6.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2241750,6,6.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3678782,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3742378,5,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2460506,3,3.0,1.0,1.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3863552,0,5.0,1.0,1.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3877296,5,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3262990,5,2.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2358925,0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,,,,,,,,,,,,,,
tt1618442,0,2.0,1.0,1.0,3.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt2870648,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2503944,3,5.0,1.0,1.0,1.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt2503944,3,5.0,1.0,1.0,1.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt1674771,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2381249,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt2381249,1,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt5233460,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2322441,0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3284178,8,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3284178,8,5.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3284178,8,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3284178,8,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1528854,1,3.0,1.0,1.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1638355,2,5.0,1.0,1.0,1.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4568106,1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt1895587,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2072230,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2072230,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1798684,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt4610372,0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4610372,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3844362,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3045616,3,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3045616,3,3.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt1974382,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2415458,0,5.0,1.0,2.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3808342,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3682448,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4382618,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3152624,2,5.0,1.0,1.0,4.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3272570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3272570,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3316948,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4294052,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4294052,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2446980,0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2446980,0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2446980,0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt4242158,0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2141773,3,0.0,1.0,1.0,5.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2141773,3,0.0,1.0,1.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt2141773,3,0.0,1.0,1.0,5.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt5105784,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt5105784,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt5105784,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1772288,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3962210,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3962210,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt2293060,1,2.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt2293060,1,2.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2924352,0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1596363,1,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,
tt1596363,1,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,
tt1596363,1,1.0,2.0,2.0,1.0,3.0,3.0,0.0,,,,,,,,,,,,,,
tt1596363,1,1.0,2.0,2.0,1.0,3.0,5.0,0.0,,,,,,,,,,,,,,
tt4248930,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4248930,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3640682,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3397884,3,3.0,2.0,1.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,
tt3397884,3,3.0,2.0,1.0,1.0,1.0,6.0,0.0,,,,,,,,,,,,,,
tt3726704,0,2.0,2.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt2631186,0,3.0,1.0,2.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt1781922,0,2.0,1.0,1.0,3.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt1781922,0,2.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt0478970,0,2.0,3.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt3343784,1,1.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,
tt1976009,1,3.0,1.0,1.0,1.0,0.0,6.0,1.0,,,,,,,,,,,,,,
tt3675748,0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3168230,0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3172532,2,5.0,1.0,2.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4425148,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3704416,3,5.0,1.0,2.0,1.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4377864,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2582496,2,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3110770,2,5.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3760966,1,5.0,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,
tt2268016,1,5.0,1.0,2.0,3.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt2381111,0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2381111,0,2.0,1.0,1.0,3.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt2381111,0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4188202,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4188202,1,2.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt1951266,0,0.0,1.0,1.0,3.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt3625220,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3066630,0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3715320,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3384180,0,0.0,7.0,1.0,4.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt3384180,0,0.0,7.0,1.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt2089721,0,2.0,2.0,1.0,1.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt2637294,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2637294,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt5257730,1,1.0,1.0,2.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt5257730,1,1.0,1.0,2.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt5257730,1,1.0,1.0,2.0,1.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt2726560,1,3.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4126304,1,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3236120,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3236120,0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3236120,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1390411,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1390411,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt1390411,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt1964418,0,2.0,2.0,2.0,4.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1964418,0,2.0,2.0,2.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4145304,2,2.0,2.0,2.0,2.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt4145304,2,2.0,2.0,2.0,2.0,1.0,5.0,0.0,,,,,,,,,,,,,,
tt2788512,0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt3672742,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
tt3672742,0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,,,,,,,,,,,,,,
tt3672742,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
tt3672742,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,,,,,,,,,,,,,,
tt3453052,0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2349144,0,3.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1178665,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1178665,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2555736,0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4337072,0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt0369610,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3774694,8,4.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt1502712,0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt3585004,0,0.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2872462,0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt4046784,0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt2404425,0,0.0,2.0,1.0,3.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt3735554,0,3.0,1.0,1.0,5.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3020666,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3020666,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1524930,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1524930,0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3742284,3,3.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3623726,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3623726,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3623726,1,1.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt2735292,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3767372,1,2.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3289712,1,1.0,1.0,1.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4819560,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2935476,0,5.0,1.0,1.0,1.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2980554,1,3.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt3703148,1,5.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3790720,1,3.0,1.0,1.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt2514028,3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4094590,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt2679042,0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt4938602,0,5.0,0.0,0.0,0.0,0.0,5.0,1.0,,,,,,,,,,,,,,
tt1817771,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt1817771,1,3.0,1.0,1.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4594834,0,5.0,1.0,1.0,1.0,0.0,2.0,1.0,,,,,,,,,,,,,,
tt2395427,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2938956,1,5.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4668808,1,1.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt1365050,1,2.0,1.0,2.0,4.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4819544,2,2.0,2.0,2.0,1.0,1.0,3.0,0.0,,,,,,,,,,,,,,
tt4819544,2,2.0,2.0,2.0,1.0,1.0,4.0,0.0,,,,,,,,,,,,,,
tt0420293,3,3.0,1.0,1.0,3.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2379713,0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2912776,0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2452042,4,5.0,1.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2452042,4,5.0,1.0,2.0,2.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2452042,4,5.0,1.0,2.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt2245003,0,2.0,1.0,1.0,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3774466,1,2.0,4.0,1.0,1.0,2.0,1.0,0.0,,,,,,,,,,,,,,
tt5061814,4,4.0,0.0,0.0,0.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt5061814,4,4.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3819668,2,5.0,1.0,1.0,3.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4357170,3,0.0,1.0,1.0,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3460252,3,3.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3460252,3,3.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt4337690,0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt4836406,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4836406,1,3.0,0.0,0.0,0.0,0.0,6.0,0.0,,,,,,,,,,,,,,
tt3488710,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt3488710,2,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3488710,2,3.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3544326,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt2979920,0,2.0,2.0,1.0,4.0,1.0,2.0,0.0,,,,,,,,,,,,,,
tt2402927,3,3.0,1.0,2.0,2.0,0.0,3.0,0.0,,,,,,,,,,,,,,
tt2402927,3,3.0,1.0,2.0,2.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt4034452,3,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt3660770,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4104022,1,3.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,
tt3148502,1,5.0,2.0,1.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,
tt3148502,1,5.0,2.0,1.0,2.0,5.0,1.0,0.0,,,,,,,,,,,,,,
tt3148502,1,5.0,2.0,1.0,2.0,5.0,0.0,0.0,,,,,,,,,,,,,,
tt4430992,1,3.0,1.0,1.0,5.0,0.0,4.0,0.0,,,,,,,,,,,,,,
tt4079142,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4079142,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
tt4079142,0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,,,,,,,,,,,,,,
tt3707106,9,3.0,0.0,0.0,0.0,0.0,1.0,0.0,,,,,,,,,,,,,,
tt3707106,9,3.0,0.0,0.0,0.0,0.0,2.0,0.0,,,,,,,,,,,,,,
tt4276752,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,,,,,,,,,,,,,,
